"period","reporter_iso","reporter_desc","share_CHN","share_USA","more_with_china"
2020,"SRB","Serbia",0.0632318406020022,0.0158927598597769,1
2020,"SSD","South Sudan",0.421405697347134,0.0202638533250738,1
2020,"STP","Sao Tome and Principe",0.106360715581734,0.00919291456954531,1
2020,"SUR","Suriname",0.056689368978899,0.120612899709724,0
2020,"SVK","Slovakia",0.0512124639054697,0.0283573092046386,1
2020,"SVN","Slovenia",0.0467959610899487,0.0193174076657482,1
2020,"SWE","Sweden",0.0601463326315409,0.0582383917576125,1
2020,"SWZ","Eswatini",0.023081465984758,0.0143454034296154,1
2020,"SXM","Sint Maarten",NA,0.677744427925463,NA
2020,"SYC","Seychelles",0.0188983460891458,0.00841199203400187,1
2020,"SYR","Syria",0.141527453802869,0.00212247128333677,1
2020,"TCA","Turks and Caicos Isds",0.00740248429776226,0.582512460961068,0
2020,"TCD","Chad",0.272102190879263,0.0188131629484211,1
2020,"TGO","Togo",0.193149984035544,0.0256974674828189,1
2020,"THA","Thailand",0.195892305729429,0.109638475349504,1
2020,"TJK","Tajikistan",0.173309666015985,0.00525997242597273,1
2020,"TKL","Tokelau",NA,0.0470047440798283,NA
2020,"TKM","Turkmenistan",0.656007798713617,0.00351349527457036,1
2020,"TLS","Timor-Leste",0.175036311244724,0.0193943317082968,1
2020,"TON","Tonga",0.173817672262428,0.0948773353701943,1
2020,"TTO","Trinidad and Tobago",0.0550149084967509,0.374912880522856,0
2020,"TUN","Tunisia",0.0546500585796273,0.0275890982669246,1
2020,"TUR","Türkiye",0.0613973026112032,0.0533961965415082,1
2020,"TUV","Tuvalu",0.12357917049584,0.0133459185188311,1
2020,"TZA","United Rep. of Tanzania",0.207581702030104,0.0195668385461853,1
2020,"UGA","Uganda",0.104181875659583,0.0181835131765128,1
2020,"UKR","Ukraine",0.143250264147481,0.0338988133282504,1
2020,"URY","Uruguay",0.202519300294843,0.094630443670163,1
2020,"USA","USA",0.154645860397185,NA,NA
2020,"UZB","Uzbekistan",0.173609414701019,0.00677579374756544,1
2020,"VAT","Holy See (Vatican City State)",0.0110222978455922,0.0267439069922554,0
2020,"VCT","Saint Vincent and the Grenadines",0.0389660970844205,0.225292049706892,0
2020,"VEN","Venezuela",0.162033543932862,0.103443831977254,1
2020,"VGB","Br. Virgin Isds",0.00469267839387639,0.14973437529835,0
2020,"VNM","Viet Nam",0.272688830910422,0.154241765466459,1
2020,"VUT","Vanuatu",0.132186844122338,0.0205929745385887,1
2020,"WLF","Wallis and Futuna Isds",0.019409205381934,0.0209506263934774,0
2020,"WSM","Samoa",0.212044454200063,0.0763028761478024,1
2020,"YEM","Yemen",0.273431434528451,0.0257849517048696,1
2020,"ZAF","South Africa",0.172255146472118,0.0786257016386755,1
2020,"ZMB","Zambia",0.262016104256836,0.0102775674949405,1
2020,"ZWE","Zimbabwe",0.103745126675924,0.00781894645259502,1
2020,"_X ","Areas, nes",0.00404559759321005,NA,NA
